cip2020_title,score,band,employment_weighted_openings,employment_weighted_growth_pct,completions_latest_year,pct_completions_latest_year,pct_employment_weighted_openings,pct_completions_trend_pct,pct_employment_weighted_growth_pct,pct_bls_top30_flag,in_bls_top30_flag,is_finalist,proposed_name
German Language and Literature,41.3,Pass,61.05,-1.36,64.0,49.6,75.0,20.2,6.2,0.0,f,f,
Entomology,41.2,Pass,6.62,4.03,147.0,63.5,20.3,54.3,52.8,0.0,f,f,
"Library Science, Other",41.2,Pass,,,135.0,62.6,,25.8,,0.0,f,f,
Publishing,41.2,Pass,9.80,0.60,189.0,68.1,35.8,49.3,17.3,0.0,f,f,
Photography,41.2,Pass,11.04,1.76,188.0,68.0,38.6,32.3,29.1,0.0,f,f,
"Drafting and Design Technology/Technician, General",41.2,Pass,7.33,0.30,145.0,63.2,26.4,79.4,16.3,0.0,f,f,
Large Animal/Food Animal and Equine Surgery and Medicine,41.1,Pass,21.63,15.46,0.0,0.0,57.6,0.0,92.4,100.0,t,f,
Hydrology and Water Resources Science,41.1,Pass,7.25,3.38,99.0,57.5,25.8,62.7,44.5,0.0,f,f,
Compliance Law,41.1,Pass,30.53,4.04,10.0,24.2,64.7,,55.0,0.0,f,f,
Polymer Chemistry,41.1,Pass,6.84,4.01,49.0,45.7,23.4,83.3,52.3,0.0,f,f,
"Cognitive Science, General",41.1,Pass,11.69,2.49,82.0,53.4,42.1,44.6,38.4,0.0,f,f,
Telecommunications Engineering,41.0,Pass,10.93,3.71,111.0,59.6,38.1,27.3,50.7,0.0,f,f,
"Environmental/Natural Resources Management and Policy, General",41.0,Pass,1.97,2.73,684.0,83.7,6.8,52.2,40.0,0.0,f,f,
Family and Consumer Sciences/Home Economics Teacher Education,41.0,Pass,53.92,-1.75,59.0,48.5,71.6,29.9,3.2,0.0,f,f,
Acoustics,41.0,Pass,6.51,3.61,67.0,50.4,19.4,85.7,48.1,0.0,f,f,
"Dramatic/Theatre Arts and Stagecraft, Other",41.0,Pass,10.39,3.01,61.0,48.9,36.9,60.0,41.7,0.0,f,f,
Rabbinical Studies,40.9,Pass,21.02,0.97,91.0,55.4,56.6,28.7,19.7,0.0,f,f,
"Zoology/Animal Biology, Other",40.9,Pass,6.73,4.76,22.0,34.2,23.1,90.2,67.6,0.0,f,f,
Neurobiology and Anatomy,40.9,Pass,8.43,6.87,27.0,36.6,31.0,61.1,76.4,0.0,f,f,
Ecology,40.9,Pass,6.62,4.03,186.0,67.7,20.3,43.8,52.8,0.0,f,f,
"Computer and Information Sciences and Support Services, Other",40.8,Pass,,,162.0,65.6,,18.3,,0.0,f,f,
Music Theory and Composition,40.8,Pass,7.69,1.14,298.0,73.5,27.8,49.0,20.7,0.0,f,f,
"Music, Other",40.7,Pass,13.54,1.12,172.0,66.9,46.0,25.1,20.4,0.0,f,f,
"Biochemistry, Biophysics and Molecular Biology, Other",40.7,Pass,6.62,4.03,36.0,41.0,20.3,95.6,52.8,0.0,f,f,
Optics/Optical Sciences,40.7,Pass,6.51,3.61,120.0,60.5,19.4,63.3,48.1,0.0,f,f,
"Physical Sciences, General",40.6,Pass,61.18,-1.14,36.0,41.0,77.0,24.3,10.1,0.0,f,f,
Real Estate and Land Development Law,40.6,Pass,30.53,4.04,9.0,22.9,64.7,,55.0,0.0,f,f,
Ecology and Evolutionary Biology,40.5,Pass,6.62,4.03,71.0,51.5,20.3,73.4,52.8,0.0,f,f,
Dispute Resolution,40.4,Pass,6.23,3.26,232.0,70.4,18.6,47.8,43.5,0.0,f,f,
Interior Architecture,40.4,Pass,12.12,3.56,96.0,56.4,43.4,22.0,47.4,0.0,f,f,
Radio and Television,40.3,Pass,9.61,3.08,141.0,63.1,35.5,29.0,42.3,0.0,f,f,
Animal/Livestock Husbandry and Production,40.3,Pass,78.84,-1.04,2.0,12.2,81.4,71.2,10.5,0.0,f,f,
"Science Technologies/Technicians, Other",40.2,Pass,8.40,3.50,51.0,46.3,30.1,69.7,45.7,0.0,f,f,
Laser and Optical Engineering,40.2,Pass,11.30,3.67,42.0,42.9,39.2,54.5,49.2,0.0,f,f,
Education/Teaching of Individuals in Early Childhood Special Education Programs,40.2,Pass,4.62,1.90,900.0,86.5,12.7,39.0,30.6,0.0,f,f,
Forensic Chemistry,40.1,Pass,6.84,4.01,23.0,35.2,23.4,97.5,52.3,0.0,f,f,
Comparative Law,40.1,Pass,30.53,4.04,22.0,34.2,64.7,14.5,55.0,0.0,f,f,
Online Educator/Online Teaching,40.1,Pass,72.23,-1.86,24.0,35.7,79.2,35.3,2.1,0.0,f,f,
Urban Education and Leadership,40.0,Pass,4.10,2.50,384.0,78.1,12.1,47.5,38.6,0.0,f,f,
Radiation Protection/Health Physics Technician,40.0,Pass,20.94,12.41,0.0,0.0,56.4,0.0,87.1,100.0,t,f,
"Dance, General",40.0,Pass,8.09,2.09,202.0,68.7,29.5,37.9,32.4,0.0,f,f,
"Administrative Assistant and Secretarial Science, General",39.6,Pass,160.93,-1.09,1.0,10.0,97.1,,10.3,0.0,f,f,
Industrial and Product Design,39.6,Pass,15.50,2.06,95.0,56.1,48.5,22.6,32.3,0.0,f,f,
Administration of Special Education,39.6,Pass,4.10,2.50,110.0,59.4,12.1,82.4,38.6,0.0,f,f,
Mathematical Biology,39.6,Pass,16.78,21.02,0.0,0.0,49.3,0.0,98.4,100.0,t,f,
Sign Language Interpretation and Translation,39.6,Pass,6.90,1.70,70.0,51.1,23.8,86.9,27.0,0.0,f,f,
Executive Assistant/Executive Secretary,39.6,Pass,160.93,-1.09,1.0,10.0,97.1,,10.3,0.0,f,f,
Astrophysics,39.6,Pass,6.59,3.64,49.0,45.7,20.3,83.3,48.8,0.0,f,f,
"American Indian/Native American Languages, Literatures, and Linguistics",39.5,Pass,61.05,-1.36,7.0,20.2,75.0,66.8,6.2,0.0,f,f,
Investments and Securities,39.5,Pass,30.11,4.45,19.0,32.3,64.5,7.6,62.1,0.0,f,f,
Italian Language and Literature,39.4,Pass,61.05,-1.36,38.0,42.1,75.0,22.3,6.2,0.0,f,f,
"Natural Resources/Conservation, General",39.4,Pass,2.87,0.07,765.0,85.1,10.1,56.7,15.5,0.0,f,f,
Linguistics of ASL and Other Sign Languages,39.3,Pass,55.76,-0.96,10.0,24.2,73.6,55.0,11.3,0.0,f,f,
"Educational Administration and Supervision, Other",39.3,Pass,4.10,2.50,911.0,86.7,12.1,25.5,38.6,0.0,f,f,
Fire Science/Fire-fighting,39.3,Pass,21.89,3.41,16.0,30.1,58.7,,45.0,0.0,f,f,
Immunology,39.2,Pass,8.43,6.87,26.0,36.4,31.0,50.1,76.4,0.0,f,f,
"Journalism, Other",39.2,Pass,3.51,-1.38,427.0,79.1,11.3,74.6,6.0,0.0,f,f,
"Agricultural Production Operations, General",39.1,Pass,78.99,-0.96,11.0,25.5,81.9,34.6,11.3,0.0,f,f,
Technical Theatre/Theatre Design and Technology,39.1,Pass,7.68,1.82,150.0,63.9,27.7,47.6,29.9,0.0,f,f,
Earth Systems Science,39.1,Pass,59.97,-1.05,8.0,21.5,74.8,57.5,10.4,0.0,f,f,
Acupuncture and Oriental Medicine,39.0,Pass,1.99,3.30,878.0,86.3,7.1,29.4,43.6,0.0,f,f,
"Special Education and Teaching, Other",39.0,Pass,4.64,1.75,529.0,81.7,12.8,42.4,28.5,0.0,f,f,
Naval Architecture and Marine Engineering,38.9,Pass,12.14,4.66,35.0,40.2,43.6,25.1,66.3,0.0,f,f,
"Wildlife, Fish and Wildlands Science and Management",38.9,Pass,2.01,2.74,226.0,69.9,8.3,62.5,40.5,0.0,f,f,
Computer Hardware Engineering,38.9,Pass,10.74,5.23,57.0,48.1,37.6,16.7,71.1,0.0,f,f,
Superintendency and Educational System Administration,38.9,Pass,15.87,-1.19,232.0,70.4,48.8,11.2,9.8,0.0,f,f,
Agricultural Teacher Education,38.9,Pass,7.11,0.19,318.0,74.7,25.0,44.1,15.7,0.0,f,f,
"Writing, General",38.9,Pass,12.48,2.04,79.0,52.8,44.1,33.5,31.8,0.0,f,f,
"Bilingual, Multilingual, and Multicultural Education, Other",38.8,Pass,5.00,-3.48,169.0,66.4,13.4,98.0,1.3,0.0,f,f,
Insurance,38.7,Pass,33.55,-0.04,48.0,45.3,67.0,18.4,14.8,0.0,f,f,
Rhetoric and Composition,38.6,Pass,12.48,2.04,124.0,61.4,44.1,14.5,31.8,0.0,f,f,
Medical Insurance Specialist/Medical Biller,38.6,Pass,77.73,4.12,0.0,0.0,80.8,,57.1,0.0,f,f,
International Policy Analysis,38.6,Pass,3.62,2.93,102.0,58.0,11.6,77.2,41.1,0.0,f,f,
Chinese Language and Literature,38.5,Pass,61.05,-1.36,28.0,37.3,75.0,25.9,6.2,0.0,f,f,
Metallurgical Engineering,38.4,Pass,11.62,4.71,29.0,37.7,41.3,31.2,66.8,0.0,f,f,
Actuarial Science,38.4,Pass,7.46,2.24,232.0,70.4,26.9,27.8,33.8,0.0,f,f,
"Science, Technology and Society",38.4,Pass,11.69,2.49,82.0,53.4,42.1,26.4,38.4,0.0,f,f,
Recording Arts Technology/Technician,38.4,Pass,5.76,2.68,69.0,50.8,17.4,79.6,39.8,0.0,f,f,
"Foods, Nutrition, and Related Services, Other",38.4,Pass,6.00,5.43,38.0,42.1,18.0,64.3,71.8,0.0,f,f,
"Geological and Earth Sciences/Geosciences, Other",38.2,Pass,6.63,3.51,134.0,62.5,22.4,38.5,46.5,0.0,f,f,
"Genetics, General",38.1,Pass,6.66,3.99,79.0,52.8,22.8,51.3,51.8,0.0,f,f,
Applied Linguistics,38.1,Pass,5.60,1.21,98.0,57.2,14.9,88.7,21.4,0.0,f,f,
Wildlife Biology,38.1,Pass,7.71,3.16,28.0,37.3,28.2,80.0,42.9,0.0,f,f,
"Rhetoric and Composition/Writing Studies, Other",38.0,Pass,10.26,1.72,17.0,30.9,36.5,90.4,27.9,0.0,f,f,
Astronautical Engineering,37.9,Pass,10.79,4.94,8.0,21.5,37.8,64.6,69.3,0.0,f,f,
Planetary Astronomy and Science,37.9,Pass,7.50,3.55,21.0,33.6,27.0,84.0,47.2,0.0,f,f,
"Public Administration and Social Service Professions, Other",37.8,Pass,,,155.0,65.1,,8.3,,0.0,f,f,
Percussion Instruments,37.8,Pass,15.04,1.35,15.0,29.2,47.6,73.9,24.2,0.0,f,f,
Interior Design,37.8,Pass,6.99,3.06,225.0,69.9,24.1,21.5,42.2,0.0,f,f,
Chaplain/Chaplaincy Studies,37.8,Pass,18.24,1.24,30.0,38.4,50.9,49.8,23.3,0.0,f,f,
Accounting Technology/Technician and Bookkeeping,37.8,Pass,148.69,-6.24,1.0,10.0,96.6,,0.8,0.0,f,f,
Zoology/Animal Biology,37.8,Pass,7.89,4.57,75.0,52.2,29.0,24.1,65.8,0.0,f,f,
"Fire Protection, Other",37.8,Pass,22.57,3.40,11.0,25.5,59.4,,44.6,0.0,f,f,
Trade and Industrial Teacher Education,37.8,Pass,7.11,0.19,263.0,72.1,25.0,41.9,15.7,0.0,f,f,
"Microbiological Sciences and Immunology, Other",37.7,Pass,6.69,4.99,33.0,39.9,22.9,55.5,70.0,0.0,f,f,
Dairy Science,37.7,Pass,78.36,-0.92,10.0,24.2,81.1,28.6,11.9,0.0,f,f,
Talmudic Studies,37.7,Pass,2.00,0.70,579.0,82.4,7.4,53.5,18.3,0.0,f,f,
"Business/Corporate Communications, Other",37.6,Pass,20.57,3.66,12.0,26.9,55.2,,48.9,0.0,f,f,
"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician",37.6,Pass,35.40,7.20,0.0,0.0,67.5,,78.1,0.0,f,f,
Architectural Technology/Technician,37.5,Pass,10.00,4.10,9.0,22.9,36.0,75.5,56.6,0.0,f,f,
"Homeland Security, Other",37.5,Pass,5.18,2.38,60.0,48.6,14.0,90.7,34.1,0.0,f,f,
"Human Development and Family Studies, General",37.5,Pass,0.20,3.40,566.0,82.0,0.2,40.8,44.6,0.0,f,f,
"Visual and Performing Arts, Other",37.5,Pass,9.00,1.70,206.0,69.1,33.5,18.1,27.0,0.0,f,f,
Agricultural Animal Breeding,37.4,Pass,83.23,-1.25,8.0,21.5,82.8,31.7,9.2,0.0,f,f,
"Materials Sciences, Other",37.4,Pass,11.36,2.56,6.0,18.9,40.8,90.7,39.2,0.0,f,f,
Evolutionary Biology,37.4,Pass,6.62,4.03,29.0,37.7,20.3,80.7,52.8,0.0,f,f,
Brewing Science,37.3,Pass,18.36,4.27,11.0,25.5,51.1,,58.2,0.0,f,f,
Water Resources Engineering,37.3,Pass,17.92,4.03,29.0,37.7,50.6,19.1,52.8,0.0,f,f,
Food Technology and Processing,37.3,Pass,2.35,5.53,21.0,33.6,8.6,92.1,72.3,0.0,f,f,
Environmental/Natural Resources Law Enforcement and Protective Services,37.2,Pass,41.59,3.14,4.0,15.9,68.2,,42.5,0.0,f,f,
Geotechnical and Geoenvironmental Engineering,37.2,Pass,17.92,4.03,14.0,28.4,50.6,,52.8,0.0,f,f,
CAD/CADD Drafting and/or Design Technology/Technician,37.2,Pass,7.33,0.30,43.0,43.4,26.4,92.4,16.3,0.0,f,f,
General Literature,37.1,Pass,10.26,1.72,31.0,39.1,36.5,68.4,27.9,0.0,f,f,
Range Science and Management,37.1,Pass,80.87,-0.99,15.0,29.2,82.4,13.2,11.2,0.0,f,f,
Signal/Geospatial Intelligence,37.1,Pass,9.19,1.61,20.0,32.9,34.5,86.0,26.6,0.0,f,f,
Directing and Theatrical Production,37.1,Pass,10.39,3.01,63.0,49.3,36.9,33.4,41.7,0.0,f,f,
Automobile/Automotive Mechanics Technology/Technician,37.0,Pass,68.54,3.99,0.0,0.0,78.9,,51.8,0.0,f,f,
Animal Behavior and Ethology,37.0,Pass,7.71,3.16,18.0,31.6,28.2,84.4,42.9,0.0,f,f,
Sports Studies,36.9,Pass,1.10,2.40,172.0,66.9,1.7,74.7,34.4,0.0,f,f,
Surveying Engineering,36.9,Pass,11.18,3.25,12.0,26.9,38.9,71.2,43.4,0.0,f,f,
Plant Pathology/Phytopathology,36.8,Pass,6.62,4.03,72.0,51.7,20.3,48.4,52.8,0.0,f,f,
Acting,36.6,Pass,8.14,1.26,151.0,64.2,29.8,32.0,23.7,0.0,f,f,
Botany/Plant Biology,36.6,Pass,6.62,4.03,88.0,55.0,20.3,40.9,52.8,0.0,f,f,
Music Management,36.5,Pass,7.69,1.14,156.0,65.4,27.8,,20.7,0.0,f,f,
Education Policy Analysis,36.4,Pass,4.87,1.71,67.0,50.4,13.2,87.9,27.8,0.0,f,f,
"Liberal Arts and Sciences, General Studies and Humanities, Other",36.3,Pass,,,131.0,62.1,,9.0,,0.0,f,f,
Computer Teacher Education,36.2,Pass,54.65,-1.59,43.0,43.4,71.8,7.2,3.8,0.0,f,f,
Philosophy,36.2,Pass,2.00,0.70,722.0,84.5,7.4,39.5,18.3,0.0,f,f,
Multicultural Education,36.2,Pass,12.42,-1.55,87.0,54.7,43.9,38.5,5.4,0.0,f,f,
Linguistics,36.1,Pass,5.60,1.21,499.0,80.8,14.9,27.9,21.4,0.0,f,f,
"Foreign Languages, Literatures, and Linguistics, Other",36.1,Pass,61.05,-1.36,23.0,35.2,75.0,13.9,6.2,0.0,f,f,
Children and Youth Library Services,36.0,Pass,13.05,1.75,20.0,32.9,45.3,55.0,28.5,0.0,f,f,
"Medical Clinical Sciences/Graduate Medical Studies, Other",36.0,Pass,9.60,8.70,11.0,25.5,35.4,,82.3,0.0,f,f,
Hebrew Language and Literature,35.9,Pass,61.05,-1.36,15.0,29.2,75.0,24.6,6.2,0.0,f,f,
Language Interpretation and Translation,35.8,Pass,5.60,1.21,195.0,68.4,14.9,50.9,21.4,0.0,f,f,
"East Asian Languages, Literatures, and Linguistics, Other",35.7,Pass,61.05,-1.36,16.0,30.1,75.0,21.6,6.2,0.0,f,f,
"Plant Sciences, Other",35.7,Pass,1.39,4.96,64.0,49.6,6.0,57.5,69.6,0.0,f,f,
Healthcare Environment Design/Architecture,35.6,Pass,12.12,3.56,4.0,15.9,43.4,71.2,47.4,0.0,f,f,
Paper Science and Engineering,35.6,Pass,11.30,3.67,3.0,14.1,39.2,81.4,49.2,0.0,f,f,
Law Enforcement Intelligence Analysis,35.5,Pass,7.00,-0.37,51.0,46.3,24.2,81.4,14.1,0.0,f,f,
Landscaping and Groundskeeping,35.5,Pass,134.08,3.40,0.0,0.0,96.1,0.0,44.6,0.0,f,f,
"Chemistry, Other",35.5,Pass,6.84,4.01,56.0,48.1,23.4,41.3,52.3,0.0,f,f,
"Visual and Performing Arts, General",35.4,Pass,10.26,1.49,92.0,55.7,36.5,26.5,25.4,0.0,f,f,
Forest Sciences and Biology,35.4,Pass,1.97,2.73,135.0,62.6,6.8,57.0,40.0,0.0,f,f,
Technical and Scientific Communication,35.4,Pass,7.14,0.94,51.0,46.3,25.4,72.8,19.7,0.0,f,f,
"Engineering Technologies/Technicians, General",35.3,Pass,6.70,1.20,221.0,69.7,23.0,28.8,21.3,0.0,f,f,
Conducting,35.3,Pass,7.69,1.14,107.0,58.9,27.8,41.2,20.7,0.0,f,f,
"Food Science and Technology, Other",35.3,Pass,1.99,5.20,52.0,46.9,7.1,56.6,70.7,0.0,f,f,
"Romance Languages, Literatures, and Linguistics, Other",35.2,Pass,61.05,-1.36,20.0,32.9,75.0,12.4,6.2,0.0,f,f,
"Soil Science and Agronomy, General",35.0,Pass,1.95,4.71,104.0,58.3,6.7,36.3,66.8,0.0,f,f,
Environmental Chemistry,35.0,Pass,7.82,4.29,4.0,15.9,28.6,86.0,58.3,0.0,f,f,
International/Globalization Studies,34.7,Pass,1.26,0.55,827.0,86.0,5.6,31.0,17.1,0.0,f,f,
Biomedical Technology/Technician,34.7,Pass,5.97,6.96,4.0,15.9,17.8,86.0,77.6,0.0,f,f,
Engineering Chemistry,34.7,Pass,11.30,3.67,23.0,35.2,39.2,33.6,49.2,0.0,f,f,
Retailing and Retail Operations,34.7,Pass,119.37,-1.04,1.0,10.0,95.4,10.3,10.5,0.0,f,f,
Natural Sciences,34.6,Pass,10.72,2.30,69.0,50.8,37.5,20.2,33.9,0.0,f,f,
Selling Skills and Sales Operations,34.5,Pass,113.46,-1.13,1.0,10.0,95.0,9.6,10.2,0.0,f,f,
"Business Operations Support and Secretarial Services, Other",34.5,Pass,108.20,3.00,0.0,0.0,94.2,0.0,41.6,0.0,f,f,
"Cell/Cellular Biology and Anatomical Sciences, Other",34.4,Pass,6.62,4.03,82.0,53.4,20.3,29.4,52.8,0.0,f,f,
Architectural Engineering Technologies/Technicians,34.4,Pass,7.60,2.84,64.0,49.6,27.3,,40.9,0.0,f,f,
Japanese Language and Literature,34.3,Pass,61.05,-1.36,14.0,28.4,75.0,15.8,6.2,0.0,f,f,
Medical/Health Humanities,34.3,Pass,10.77,1.21,38.0,42.1,37.7,47.6,21.4,0.0,f,f,
Parasitology,34.2,Pass,8.43,6.87,4.0,15.9,31.0,57.5,76.4,0.0,f,f,
"Parts, Warehousing, and Inventory Management Operations",34.2,Pass,34.10,-1.80,6.0,18.9,67.1,53.2,2.9,0.0,f,f,
"Practical Nursing, Vocational Nursing and Nursing Assistants, Other",34.2,Pass,157.51,2.39,0.0,0.0,96.7,0.0,34.3,0.0,f,f,
Youth Ministry,34.2,Pass,19.81,1.38,30.0,38.4,53.9,18.5,24.8,0.0,f,f,
"Accounting and Related Services, Other",34.0,Pass,,,97.0,56.7,,11.2,,0.0,f,f,
Manufacturing Engineering Technology/Technician,33.9,Pass,6.30,1.70,89.0,55.2,18.9,51.0,27.0,0.0,f,f,
Thanatology,33.9,Pass,16.97,5.41,1.0,10.0,50.1,,71.7,0.0,f,f,
"Germanic Languages, Literatures, and Linguistics, General",33.9,Pass,61.05,-1.36,12.0,26.9,75.0,16.0,6.2,0.0,f,f,
Education/Teaching of Individuals with Specific Learning Disabilities,33.9,Pass,8.50,-0.86,154.0,64.6,32.3,20.0,12.4,0.0,f,f,
"Mathematics, Other",33.8,Pass,6.92,3.14,31.0,39.1,23.9,56.5,42.5,0.0,f,f,
"Astronomy and Astrophysics, Other",33.8,Pass,6.82,3.43,13.0,27.9,23.2,77.8,45.1,0.0,f,f,
"General Merchandising, Sales, and Related Marketing Operations, Other",33.7,Pass,110.22,-2.21,0.0,0.0,94.4,,1.9,0.0,f,f,
Photojournalism,33.7,Pass,9.34,1.04,18.0,31.6,35.0,71.2,20.1,0.0,f,f,
International School Administration/Leadership,33.5,Pass,16.69,-0.52,5.0,17.3,49.1,76.9,13.7,0.0,f,f,
"Chemical Engineering, Other",33.5,Pass,11.64,4.47,8.0,21.5,41.7,,63.6,0.0,f,f,
Social and Philosophical Foundations of Education,33.5,Pass,5.60,2.10,259.0,71.9,14.9,16.8,32.6,0.0,f,f,
"Computer Programming, Other",33.5,Pass,5.50,-6.00,74.0,51.9,14.5,89.7,0.9,0.0,f,f,
Transportation and Infrastructure Planning/Studies,33.3,Pass,15.47,5.58,4.0,15.9,48.4,20.7,72.6,0.0,f,f,
Intercultural/Multicultural and Diversity Studies,33.3,Pass,2.65,-0.62,133.0,62.4,9.9,64.0,13.5,0.0,f,f,
Costume Design,33.3,Pass,7.84,1.75,11.0,25.5,28.7,84.8,28.5,0.0,f,f,
Solar Energy Technology/Technician,33.3,Pass,5.22,13.61,3.0,14.1,14.2,10.3,88.7,100.0,t,f,
"Historic Preservation and Conservation, Other",33.3,Pass,13.03,2.73,7.0,20.2,45.1,51.5,40.0,0.0,f,f,
"Fine Arts and Art Studies, Other",33.2,Pass,7.23,1.15,154.0,64.6,25.5,19.8,21.0,0.0,f,f,
Painting,33.1,Pass,7.02,1.30,130.0,62.0,24.4,23.9,23.9,0.0,f,f,
Speech Teacher Education,33.1,Pass,54.65,-1.59,17.0,30.9,71.8,11.5,3.8,0.0,f,f,
Oral Biology and Oral and Maxillofacial Pathology,33.1,Pass,0.20,0.30,155.0,65.1,0.2,73.5,16.3,0.0,f,f,
East Asian Studies,33.1,Pass,1.10,2.40,166.0,66.1,1.7,50.4,34.4,0.0,f,f,
Game and Interactive Media Design,33.0,Pass,11.48,1.75,50.0,46.2,41.0,17.4,28.5,0.0,f,f,
Agricultural and Extension Education Services,33.0,Pass,1.10,-2.50,177.0,67.2,1.7,80.3,1.7,0.0,f,f,
Geophysics and Seismology,32.9,Pass,6.63,3.51,67.0,50.4,22.4,27.3,46.5,0.0,f,f,
Environmental Geosciences,32.9,Pass,53.97,-0.07,3.0,14.1,71.7,,14.7,0.0,f,f,
"Architectural Sciences and Technology, Other",32.9,Pass,9.14,3.90,15.0,29.2,34.1,41.5,51.4,0.0,f,f,
Fashion/Apparel Design,32.9,Pass,7.84,1.75,96.0,56.4,28.7,20.3,28.5,0.0,f,f,
Industrial Safety Technology/Technician,32.9,Pass,11.79,8.60,7.0,20.2,42.6,11.7,82.1,0.0,f,f,
Christian Studies,32.8,Pass,2.00,0.70,245.0,71.3,7.4,43.1,18.3,0.0,f,f,
Russian Language and Literature,32.8,Pass,61.05,-1.36,8.0,21.5,75.0,19.5,6.2,0.0,f,f,
Education/Teaching of Individuals with Vision Impairments Including Blindness,32.7,Pass,8.50,-0.86,88.0,55.0,32.3,30.7,12.4,0.0,f,f,
Intermedia/Multimedia,32.6,Pass,9.69,2.75,26.0,36.4,35.7,32.3,40.6,0.0,f,f,
Education/Teaching of Individuals with Hearing Impairments Including Deafness,32.6,Pass,8.79,-0.94,96.0,56.4,33.2,26.6,11.8,0.0,f,f,
"Applied Horticulture/Horticulture Operations, General",32.6,Pass,117.76,1.65,0.0,0.0,95.2,0.0,26.6,0.0,f,f,
Ornamental Horticulture,32.6,Pass,117.76,1.65,0.0,0.0,95.2,0.0,26.6,0.0,f,f,
Farm/Farm and Ranch Management,32.5,Pass,78.84,-1.04,3.0,14.1,81.4,15.3,10.5,0.0,f,f,
Jewish/Judaic Studies,32.5,Pass,1.10,2.40,99.0,57.5,1.7,64.0,34.4,0.0,f,f,
French Language Teacher Education,32.4,Pass,54.65,-1.59,13.0,27.9,71.8,13.1,3.8,0.0,f,f,
Women's Studies,32.4,Pass,1.10,2.40,180.0,67.5,1.7,43.4,34.4,0.0,f,f,
"Dance, Other",32.4,Pass,8.09,2.09,7.0,20.2,29.5,84.0,32.4,0.0,f,f,
Molecular Genetics,32.4,Pass,6.62,4.03,22.0,34.2,20.3,54.2,52.8,0.0,f,f,
Holistic/Integrative Health,32.3,Pass,2.40,2.00,28.0,37.3,8.9,92.1,30.9,0.0,f,f,
Licensed Practical/Vocational Nurse Training,32.3,Pass,54.40,2.60,0.0,0.0,71.8,,39.5,0.0,f,f,
"Music History, Literature, and Theory",32.2,Pass,9.00,1.70,38.0,42.1,33.5,36.5,27.0,0.0,f,f,
"Botany/Plant Biology, Other",32.2,Pass,6.62,4.03,15.0,29.2,20.3,62.7,52.8,0.0,f,f,
"Atmospheric Sciences and Meteorology, Other",32.2,Pass,7.10,3.36,8.0,21.5,24.6,78.5,43.9,0.0,f,f,
Trauma Counseling,32.1,Pass,,,4.0,15.9,,86.0,,0.0,f,f,
Movement Therapy and Movement Education,32.1,Pass,4.10,11.50,16.0,30.1,12.1,44.6,84.9,0.0,f,f,
Education/Teaching of Individuals with Traumatic Brain Injuries,32.1,Pass,8.50,-0.86,31.0,39.1,32.3,58.6,12.4,0.0,f,f,
Mathematical Economics,31.9,Pass,6.27,4.42,8.0,21.5,18.7,71.2,60.9,0.0,f,f,
Education/Teaching of Individuals with Speech or Language Impairments,31.7,Pass,8.50,-0.86,106.0,58.7,32.3,17.0,12.4,0.0,f,f,
"Philosophy and Religious Studies, General",31.6,Pass,2.00,0.70,36.0,41.0,7.4,95.6,18.3,0.0,f,f,
Aquatic Biology/Limnology,31.6,Pass,6.66,3.99,9.0,22.9,22.8,67.4,51.8,0.0,f,f,
Environmental Design/Architecture,31.5,Pass,11.41,3.82,22.0,34.2,40.8,8.9,51.0,0.0,f,f,
Environmental Biology,31.5,Pass,4.64,4.14,47.0,44.6,12.8,38.0,57.5,0.0,f,f,
Systematic Biology/Biological Systematics,31.5,Pass,5.11,4.30,5.0,17.3,13.9,89.1,58.7,0.0,f,f,
Musicology and Ethnomusicology,31.4,Pass,7.69,1.14,53.0,47.3,27.8,38.3,20.7,0.0,f,f,
Business and Innovation/Entrepreneurship Teacher Education,31.4,Pass,7.76,1.48,86.0,54.5,28.3,18.5,25.2,0.0,f,f,
"Forestry, General",31.3,Pass,5.94,1.19,155.0,65.1,17.6,22.2,21.3,0.0,f,f,
Advertising,31.1,Pass,2.44,0.25,242.0,71.2,9.7,29.5,16.1,0.0,f,f,
Catholic Studies,31.1,Pass,1.10,2.40,35.0,40.2,1.7,89.1,34.4,0.0,f,f,
Legal Administrative Assistant/Secretary,31.0,Pass,19.60,-5.80,21.0,33.6,53.6,,1.0,0.0,f,f,
"Alternative and Complementary Medicine and Medical Systems, General",31.0,Pass,2.40,2.00,34.0,39.9,8.9,78.1,30.9,0.0,f,f,
"Animal Sciences, Other",31.0,Pass,78.84,-1.04,1.0,10.0,81.4,13.2,10.5,0.0,f,f,
Religion/Religious Studies,30.9,Pass,2.00,0.70,331.0,75.3,7.4,22.3,18.3,0.0,f,f,
Public Horticulture,30.8,Pass,84.27,-1.32,0.0,0.0,82.9,,8.5,0.0,f,f,
Sculpture,30.8,Pass,7.30,1.25,55.0,47.8,25.9,34.6,23.4,0.0,f,f,
Adult Development and Aging,30.7,Pass,3.49,1.81,41.0,42.5,11.3,67.1,29.7,0.0,f,f,
Technical Teacher Education,30.7,Pass,7.11,0.19,111.0,59.6,25.0,19.6,15.7,0.0,f,f,
"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics",30.6,Pass,5.60,1.21,37.0,41.8,14.9,69.1,21.4,0.0,f,f,
