cip2020_code,cip2020_title,latest_year,completions_latest_year,trend_earliest_year,completions_trend_pct,matched_soc_codes,n_socs_used,employment_weighted_openings,employment_weighted_growth_pct,in_bls_top30_flag,already_offered_by_vanderbilt
1.0000,"Agriculture, General",2024,360.0,2012,13.9,"19-1013, 19-4012, 19-1012",3,1.97,5.33,f,f
1.0101,"Agricultural Business and Management, General",2024,97.0,2012,61.7,"11-9013, 45-1011, 25-1041",3,78.99,-0.96,f,f
1.0102,Agribusiness/Agricultural Business Operations,2024,35.0,2012,16.7,"11-9013, 25-1041",2,84.43,-1.23,f,f
1.0103,Agricultural Economics,2024,184.0,2012,-57.7,"19-3011, 25-1063, 25-1041",3,0.98,2.23,f,f
1.0104,Farm/Farm and Ranch Management,2024,3.0,2012,-62.5,"11-9013, 45-1011, 25-9021",3,78.84,-1.04,f,f
1.0106,Agricultural Business Technology/Technician,2022,0.0,2018,-100.0,"43-1011, 15-1232",2,111.44,-1.38,f,f
1.0199,"Agricultural Business and Management, Other",2024,9.0,2012,125.0,"11-9013, 45-1011, 25-1041",3,78.99,-0.96,f,f
1.0201,"Agricultural Mechanization, General",2021,0.0,2012,,"49-3041, 25-1041",2,3.08,9.51,f,f
1.0301,"Agricultural Production Operations, General",2024,11.0,2012,-21.4,"11-9013, 45-1011, 25-1041",3,78.99,-0.96,f,f
1.0302,Animal/Livestock Husbandry and Production,2024,2.0,2015,100.0,"11-9013, 45-1011, 25-9021",3,78.84,-1.04,f,f
1.0303,Aquaculture,2024,29.0,2012,-6.5,"11-9013, 45-1011, 25-1041",3,78.99,-0.96,f,f
1.0304,Crop Production,2018,0.0,2012,-100.0,"11-9013, 45-1011, 25-9021",3,78.84,-1.04,f,f
1.0307,Horse Husbandry/Equine Science and Management,2024,0.0,2013,-100.0,"11-9013, 45-1011, 25-9021",3,78.84,-1.04,f,f
1.0308,Agroecology and Sustainable Agriculture,2024,120.0,2012,500.0,"11-9013, 45-1011, 19-1031",3,77.54,-0.89,f,f
1.0401,Agricultural and Food Products Processing,2021,0.0,2012,-100.0,"45-1011, 19-4013, 45-2011",3,6.50,2.82,f,f
1.0505,Animal Training,2024,101.0,2022,10000.0,"39-2011, 25-1041",2,5.94,4.92,f,f
1.0601,"Applied Horticulture/Horticulture Operations, General",2024,0.0,2012,-100.0,"37-3011, 11-9013, 37-1012",3,117.76,1.65,f,f
1.0603,Ornamental Horticulture,2024,0.0,2012,-100.0,"37-3011, 11-9013, 37-1012",3,117.76,1.65,f,f
1.0605,Landscaping and Groundskeeping,2022,0.0,2012,-100.0,"37-3011, 37-1012, 37-3012",3,134.08,3.40,f,f
1.0607,Turf and Turfgrass Management,2024,4.0,2012,33.3,"37-3011, 37-1012, 37-3012",3,134.08,3.40,f,f
1.0609,Public Horticulture,2024,0.0,2021,,"11-9013, 25-9021",2,84.27,-1.32,f,f
1.0701,International Agriculture,2024,22.0,2012,-21.4,"19-1012, 25-1041",2,1.03,5.51,f,f
1.0801,Agricultural and Extension Education Services,2024,177.0,2012,181.0,25-9021,1,1.10,-2.50,f,f
1.0802,Agricultural Communication/Journalism,2024,30.0,2012,-6.3,"27-4011, 27-3023",2,6.19,0.79,f,f
1.0899,"Agricultural Public Services, Other",2024,15.0,2013,,,0,,,f,f
1.0901,"Animal Sciences, General",2024,452.0,2012,18.0,"11-9013, 45-1011, 19-4012",3,78.36,-0.92,f,f
1.0902,Agricultural Animal Breeding,2024,8.0,2012,-27.3,"11-9013, 25-9021, 25-1041",3,83.23,-1.25,f,f
1.0903,Animal Health,2024,32.0,2012,300.0,"11-9013, 25-1041, 19-1011",3,84.15,-1.21,f,f
1.0905,Dairy Science,2024,10.0,2012,-33.3,"11-9013, 45-1011, 19-4012",3,78.36,-0.92,f,f
1.0906,Livestock Management,2024,3.0,2012,200.0,"11-9013, 45-1011, 25-9021",3,78.84,-1.04,f,f
1.0907,Poultry Science,2024,25.0,2012,47.1,"11-9013, 45-1011, 19-4012",3,78.36,-0.92,f,f
1.0999,"Animal Sciences, Other",2024,1.0,2012,-66.7,"11-9013, 45-1011, 25-9021",3,78.84,-1.04,f,f
1.1001,Food Science,2024,438.0,2012,24.8,"19-4013, 19-1012, 25-1041",3,1.99,5.20,f,f
1.1002,Food Technology and Processing,2024,21.0,2012,600.0,"19-4013, 19-1012",2,2.35,5.53,f,f
1.1003,Brewing Science,2024,11.0,2024,,"51-3092, 51-9012, 19-4013",3,18.36,4.27,f,f
1.1004,Viticulture and Enology,2024,0.0,2020,,"11-9013, 45-1011, 51-9012",3,75.67,-1.21,f,f
1.1099,"Food Science and Technology, Other",2024,52.0,2012,30.0,"19-4013, 19-1012, 25-1041",3,1.99,5.20,f,f
1.1101,"Plant Sciences, General",2024,96.0,2012,33.3,"11-9013, 45-1011, 19-1013",3,78.16,-0.88,f,f
1.1102,Agronomy and Crop Science,2024,223.0,2012,10.4,"11-9013, 45-1011, 19-1013",3,78.16,-0.88,f,f
1.1103,Horticultural Science,2024,167.0,2012,68.7,"11-9013, 19-1013, 25-9021",3,82.30,-1.16,f,f
1.1104,Agricultural and Horticultural Plant Breeding,2024,16.0,2012,-56.8,"19-1013, 25-1041",2,1.39,4.96,f,f
1.1105,Plant Protection and Integrated Pest Management,2024,36.0,2012,89.5,"11-9013, 19-1013, 25-9021",3,82.30,-1.16,f,f
1.1106,Range Science and Management,2024,15.0,2012,-66.7,"11-9013, 19-1031, 19-1013",3,80.87,-0.99,f,f
1.1199,"Plant Sciences, Other",2024,64.0,2012,33.3,"19-1013, 25-1041",2,1.39,4.96,f,f
1.1201,"Soil Science and Agronomy, General",2024,104.0,2012,-18.1,"19-1013, 19-4012, 25-1041",3,1.95,4.71,f,f
1.1202,Soil Chemistry and Physics,2024,2.0,2012,-60.0,"19-1013, 25-1041",2,1.39,4.96,f,f
1.1299,"Soil Sciences, Other",2024,14.0,2012,16.7,"19-1013, 25-1041",2,1.39,4.96,f,f
1.1302,Pre-Veterinary Studies,2024,0.0,2022,,,0,,,f,f
1.8101,"Veterinary Sciences/Veterinary Clinical Sciences, General",2024,175.0,2020,34.6,"25-1071, 29-1131",2,21.79,15.53,t,f
1.8102,Comparative and Laboratory Animal Medicine,2024,49.0,2020,2.1,"25-1071, 29-1131",2,21.79,15.53,t,f
1.8103,Large Animal/Food Animal and Equine Surgery and Medicine,2024,0.0,2020,-100.0,"25-1071, 29-1131, 19-1011",3,21.63,15.46,t,f
1.8104,Small/Companion Animal Surgery and Medicine,2024,3.0,2020,-40.0,"25-1071, 29-1131",2,21.79,15.53,t,f
1.8106,Veterinary Infectious Diseases,2024,19.0,2020,-5.0,"25-1071, 29-1131, 19-1011",3,21.63,15.46,t,f
1.8107,Veterinary Microbiology and Immunobiology,2024,4.0,2020,33.3,"25-1071, 29-1131, 19-1011",3,21.63,15.46,t,f
1.8108,Veterinary Pathology and Pathobiology,2024,18.0,2020,50.0,"25-1071, 29-1131, 19-1011",3,21.63,15.46,t,f
1.8110,"Veterinary Preventive Medicine, Epidemiology, and Public Health",2024,25.0,2020,47.1,"25-1071, 29-1131, 19-1011",3,21.63,15.46,t,f
1.8199,"Veterinary Biomedical and Clinical Sciences, Other",2024,0.0,2024,,"25-1071, 29-1131, 19-1011",3,21.63,15.46,t,f
1.8301,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,2022,0.0,2020,,"25-1071, 29-2056, 31-9096",3,23.02,13.40,t,f
1.9999,"Agricultural/Animal/Plant/Veterinary Science and Related Fields, Other",2024,122.0,2012,293.5,,0,,,f,f
3.0101,"Natural Resources/Conservation, General",2024,765.0,2012,30.1,"19-4071, 19-1031, 19-1032",3,2.87,0.07,f,f
3.0103,Environmental Studies,2024,1527.0,2012,93.5,"13-1041, 19-2041, 25-1053",3,28.40,3.24,f,f
3.0104,Environmental Science,2024,1238.0,2012,28.3,"13-1041, 19-2041, 19-4042",3,27.18,3.30,f,f
3.0199,"Natural Resources Conservation and Research, Other",2024,97.0,2012,120.5,,0,,,f,f
3.0201,"Environmental/Natural Resources Management and Policy, General",2024,684.0,2012,17.9,"19-1031, 19-1032, 25-1043",3,1.97,2.73,f,f
3.0204,Environmental/Natural Resource Economics,2024,9.0,2012,-50.0,"11-9199, 19-4061, 19-3011",3,102.40,4.46,t,f
3.0205,"Water, Wetlands, and Marine Resources Management",2024,187.0,2012,201.6,"19-1031, 25-1043",2,2.37,3.43,f,f
3.0206,Land Use Planning and Management/Development,2024,10.0,2012,-87.2,"19-1031, 25-1043",2,2.37,3.43,f,f
3.0207,Environmental/Natural Resource Recreation and Tourism,2024,66.0,2013,842.9,11-9072,1,5.50,7.70,f,f
3.0208,Environmental/Natural Resources Law Enforcement and Protective Services,2024,4.0,2017,,"33-3051, 13-1041, 33-2011",3,41.59,3.14,f,f
3.0209,Energy and Environmental Policy,2024,8.0,2020,300.0,"13-1041, 19-3099",2,30.62,2.58,f,f
3.0299,"Environmental/Natural Resources Management and Policy, Other",2024,14.0,2012,-44.0,25-1043,1,0.10,4.00,f,f
3.0301,Fishing and Fisheries Sciences and Management,2024,48.0,2012,-29.4,"45-1011, 45-3031",2,7.07,0.72,f,f
3.0501,"Forestry, General",2024,155.0,2012,-47.6,"45-1011, 19-4071, 19-1031",3,5.94,1.19,f,f
3.0502,Forest Sciences and Biology,2024,135.0,2012,31.1,"19-1031, 19-1032, 25-1043",3,1.97,2.73,f,f
3.0506,Forest Management/Forest Resources Management,2024,22.0,2012,-53.2,"19-1031, 19-1032, 25-1043",3,1.97,2.73,f,f
3.0508,Urban Forestry,2024,4.0,2012,100.0,"19-1032, 25-1043",2,1.00,1.49,f,f
3.0509,Wood Science and Wood Products/Pulp and Paper Technology/Technician,2024,12.0,2012,-40.0,"19-1032, 25-1043",2,1.00,1.49,f,f
3.0510,Forest Resources Production and Management,2024,18.0,2012,-5.3,"45-1011, 19-4071, 19-1032",3,6.22,0.64,f,f
3.0599,"Forestry, Other",2024,5.0,2012,-80.8,"19-4071, 19-1032, 45-4011",3,2.89,-2.44,f,f
3.0601,"Wildlife, Fish and Wildlands Science and Management",2024,226.0,2012,48.7,"19-1031, 19-1023, 25-1043",3,2.01,2.74,f,f
3.9999,"Natural Resources and Conservation, Other",2024,11.0,2012,10.0,25-1043,1,0.10,4.00,f,f
4.0201,Architecture,2024,661.0,2012,-85.6,"11-9041, 17-1011, 25-1031",3,11.66,3.78,f,f
4.0202,Architectural Design,2024,5.0,2020,-58.3,"11-9041, 17-1011, 25-1031",3,11.66,3.78,f,f
4.0301,"City/Urban, Community, and Regional Planning",2024,1433.0,2012,-42.0,"11-9041, 19-3051, 25-1069",3,11.75,3.58,f,f
4.0401,Environmental Design/Architecture,2024,22.0,2012,-84.5,"11-9041, 17-1011, 17-1012",3,11.41,3.82,f,f
4.0402,Healthcare Environment Design/Architecture,2024,4.0,2020,100.0,"11-9041, 27-1025, 25-1031",3,12.12,3.56,f,f
4.0403,Sustainable Design/Architecture,2024,2.0,2020,100.0,"19-3051, 25-1031",2,2.88,3.11,f,f
4.0501,Interior Architecture,2024,96.0,2012,-47.8,"11-9041, 27-1025, 25-1031",3,12.12,3.56,f,f
4.0601,Landscape Architecture,2024,329.0,2012,-55.2,"11-9041, 17-1012, 25-1031",3,12.72,3.69,f,f
4.0801,"Architectural History and Criticism, General",2024,19.0,2012,-51.3,"17-1011, 19-3093",2,7.60,3.85,f,f
4.0802,Architectural Conservation,2024,7.0,2020,40.0,"25-1031, 19-3093",2,0.76,2.05,f,f
4.0803,Architectural Studies,2024,2.0,2020,100.0,25-1031,1,0.90,2.00,f,f
4.0901,Architectural Technology/Technician,2024,9.0,2017,125.0,17-3011,1,10.00,4.10,f,f
4.0902,Architectural and Building Sciences/Technology,2024,4482.0,2012,6212.7,"11-9041, 17-3011, 25-1031",3,12.54,3.84,f,f
4.0999,"Architectural Sciences and Technology, Other",2013,15.0,2012,-6.3,"17-3011, 25-1031",2,9.14,3.90,f,f
4.1001,Real Estate Development,2024,298.0,2012,104.1,"11-9141, 41-9022, 41-9021",3,34.72,3.36,f,f
4.9999,"Architecture and Related Services, Other",2024,13.0,2012,-88.9,,0,,,f,f
5.0101,African Studies,2024,21.0,2012,-50.0,25-1062,1,1.10,2.40,f,f
5.0102,American/United States Studies/Civilization,2024,165.0,2012,-30.4,25-1062,1,1.10,2.40,f,f
5.0103,Asian Studies/Civilization,2024,69.0,2012,-33.7,25-1062,1,1.10,2.40,f,f
5.0104,East Asian Studies,2024,166.0,2012,13.7,25-1062,1,1.10,2.40,f,f
5.0105,"Russian, Central European, East European and Eurasian Studies",2024,36.0,2012,20.0,25-1062,1,1.10,2.40,f,f
5.0106,European Studies/Civilization,2024,11.0,2012,-69.4,25-1062,1,1.10,2.40,f,f
5.0107,Latin American Studies,2024,148.0,2012,-46.4,25-1062,1,1.10,2.40,f,f
5.0108,Near and Middle Eastern Studies,2024,98.0,2012,-43.4,25-1062,1,1.10,2.40,f,f
5.0109,Pacific Area/Pacific Rim Studies,2024,6.0,2012,0.0,25-1062,1,1.10,2.40,f,f
5.0110,Russian Studies,2024,27.0,2012,-44.9,25-1062,1,1.10,2.40,f,f
5.0111,Scandinavian Studies,2024,1.0,2012,-66.7,25-1062,1,1.10,2.40,f,f
5.0112,South Asian Studies,2024,11.0,2012,37.5,25-1062,1,1.10,2.40,f,f
5.0113,Southeast Asian Studies,2024,7.0,2012,-58.8,25-1062,1,1.10,2.40,f,f
5.0114,Western European Studies,2024,44.0,2012,-26.7,25-1062,1,1.10,2.40,f,f
5.0115,Canadian Studies,2024,0.0,2016,-100.0,25-1062,1,1.10,2.40,f,f
5.0118,Slavic Studies,2024,0.0,2012,-100.0,25-1062,1,1.10,2.40,f,f
5.0120,Ural-Altaic and Central Asian Studies,2024,7.0,2012,-36.4,25-1062,1,1.10,2.40,f,f
5.0122,"Regional Studies (U.S., Canadian, Foreign)",2024,371.0,2012,1274.1,25-1062,1,1.10,2.40,f,f
5.0123,Chinese Studies,2024,7.0,2012,-61.1,25-1062,1,1.10,2.40,f,f
5.0124,French Studies,2024,27.0,2012,575.0,25-1062,1,1.10,2.40,f,f
5.0125,German Studies,2024,6.0,2012,-25.0,25-1062,1,1.10,2.40,f,f
5.0126,Italian Studies,2024,6.0,2012,-60.0,25-1062,1,1.10,2.40,f,f
5.0127,Japanese Studies,2024,3.0,2012,-57.1,25-1062,1,1.10,2.40,f,f
5.0128,Korean Studies,2024,3.0,2012,-25.0,25-1062,1,1.10,2.40,f,f
5.0130,Spanish and Iberian Studies,2024,0.0,2014,,25-1062,1,1.10,2.40,f,f
5.0133,Irish Studies,2024,5.0,2012,,25-1062,1,1.10,2.40,f,f
5.0134,Latin American and Caribbean Studies,2024,11.0,2012,83.3,25-1062,1,1.10,2.40,f,f
5.0135,Appalachian Studies,2024,2.0,2023,-60.0,25-1062,1,1.10,2.40,f,f
5.0199,"Area Studies, Other",2024,24.0,2012,-66.2,25-1062,1,1.10,2.40,f,f
5.0200,Ethnic Studies,2024,12.0,2012,20.0,25-1062,1,1.10,2.40,f,f
5.0201,African-American/Black Studies,2024,76.0,2012,-20.0,25-1062,1,1.10,2.40,f,f
5.0202,American Indian/Native American Studies,2024,65.0,2012,32.7,25-1062,1,1.10,2.40,f,f
5.0203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies",2024,42.0,2012,-25.0,25-1062,1,1.10,2.40,f,f
5.0206,Asian-American Studies,2024,17.0,2012,-15.0,25-1062,1,1.10,2.40,f,f
5.0207,Women's Studies,2024,180.0,2012,-2.2,25-1062,1,1.10,2.40,f,f
5.0209,Folklore Studies,2024,22.0,2012,37.5,25-1062,1,1.10,2.40,f,f
5.0210,Disability Studies,2024,53.0,2012,43.2,25-1062,1,1.10,2.40,f,f
5.0211,Deaf Studies,2024,4.0,2015,-42.9,"27-3091, 25-1062",2,5.96,1.81,f,f
5.0212,Comparative Group Studies,2024,1.0,2020,0.0,25-1062,1,1.10,2.40,f,f
5.0299,"Ethnic, Cultural Minority, Gender, and Group Studies, Other",2024,74.0,2012,-40.3,25-1062,1,1.10,2.40,f,f
5.9999,"Area, Ethnic, Cultural, Gender, and Group Studies, Other",2024,7.0,2023,-50.0,25-1062,1,1.10,2.40,f,f
9.0100,"Communication, General",2024,665.0,2012,35.7,"27-3031, 27-3043, 13-1131",3,20.32,4.41,f,f
9.0101,Speech Communication and Rhetoric,2024,1960.0,2012,-9.6,"27-3031, 27-3043, 11-2032",3,20.73,4.53,f,f
9.0102,Mass Communication/Media Studies,2024,1100.0,2012,-0.9,"27-3043, 27-3041, 11-2032",3,10.46,2.91,f,f
9.0199,"Communication and Media Studies, Other",2024,480.0,2012,-24.8,,0,,,f,f
9.0401,Journalism,2024,708.0,2012,-59.1,"27-3043, 27-3041, 27-3023",3,10.49,1.21,f,f
9.0402,Broadcast Journalism,2024,25.0,2012,-69.5,"27-3043, 27-3041, 27-3023",3,10.49,1.21,f,f
9.0404,Photojournalism,2024,18.0,2012,100.0,"27-4021, 27-3023, 27-4032",3,9.34,1.04,f,f
9.0407,Science/Health/Environmental Journalism,2024,9.0,2020,,"27-3023, 25-1122",2,3.51,-1.38,f,f
9.0499,"Journalism, Other",2024,427.0,2012,120.1,"27-3023, 25-1122",2,3.51,-1.38,f,f
9.0701,Radio and Television,2024,141.0,2012,-32.9,"27-2012, 27-3023, 27-4032",3,9.61,3.08,f,f
9.0702,Digital Communication and Media/Multimedia,2024,2968.0,2012,902.7,"11-9199, 15-1255, 25-1122",3,95.82,4.66,t,f
9.0799,"Radio, Television, and Digital Communication, Other",2024,0.0,2012,-100.0,,0,,,f,f
9.0900,"Public Relations, Advertising, and Applied Communication",2024,802.0,2012,5628.6,"27-3031, 13-1131, 11-2032",3,19.94,4.71,f,f
9.0901,"Organizational Communication, General",2024,336.0,2012,114.0,"13-1151, 11-3121, 11-3131",3,33.31,8.69,f,f
9.0902,Public Relations/Image Management,2024,399.0,2012,-21.5,"27-3031, 13-1131, 11-2032",3,19.94,4.71,f,f
9.0903,Advertising,2024,242.0,2012,-31.8,"25-1122, 11-2011",2,2.44,0.25,f,f
9.0904,Political Communication,2024,83.0,2014,277.3,"27-3031, 13-1131, 11-2032",3,19.94,4.71,f,f
9.0905,Health Communication,2024,85.0,2012,-35.6,"27-3031, 21-1091, 21-1094",3,21.63,5.69,f,f
9.0906,Sports Communication,2024,86.0,2012,330.0,"27-3031, 27-3023, 25-1122",3,22.49,3.49,f,f
9.0907,International and Intercultural Communication,2024,92.0,2012,100.0,"27-3031, 11-2032, 27-3023",3,21.12,3.88,f,f
9.0908,Technical and Scientific Communication,2024,51.0,2012,104.0,"27-3041, 27-3042, 25-1122",3,7.14,0.94,f,f
9.0909,Communication Management and Strategic Communications,2024,343.0,2020,289.8,"11-2032, 11-2033",2,5.54,4.72,f,f
9.0999,"Public Relations, Advertising, and Applied Communication, Other",2024,234.0,2012,20.6,,0,,,f,f
9.1001,Publishing,2024,189.0,2012,9.9,27-3041,1,9.80,0.60,f,f
9.9999,"Communication, Journalism, and Related Programs, Other",2024,382.0,2012,-25.5,"27-3043, 27-3041, 25-1122",3,10.61,2.20,f,f
10.0105,Communications Technology/Technician,2024,7.0,2012,-77.4,"27-4032, 27-3099, 27-4012",3,2.96,1.92,f,f
10.0202,Radio and Television Broadcasting Technology/Technician,2024,5.0,2012,-94.7,"27-4032, 27-4031, 27-4012",3,2.93,1.42,f,f
10.0203,Recording Arts Technology/Technician,2024,69.0,2012,176.0,"27-4011, 27-4014, 27-2091",3,5.76,2.68,f,f
10.0301,"Graphic Communications, General",2024,0.0,2012,,51-5111,1,2.80,-14.60,f,f
10.0302,Printing Management,2017,0.0,2012,-100.0,"51-5112, 51-5111",2,12.08,-9.07,f,f
10.0303,Prepress/Desktop Publishing and Digital Imaging Design,2022,0.0,2019,-100.0,"51-5111, 43-9031",2,2.42,-14.25,f,f
10.0304,"Animation, Interactive Technology, Video Graphics, and Special Effects",2024,519.0,2012,90.8,27-1014,1,5.00,1.60,f,f
10.0399,"Graphic Communications, Other",2017,2.0,2012,-75.0,"51-5112, 51-5111, 51-9194",3,11.56,-8.68,f,f
10.9999,"Communications Technologies/Technicians and Support Services, Other",2024,18.0,2012,-71.9,,0,,,f,f
11.0101,"Computer and Information Sciences, General",2024,21233.0,2012,339.0,"11-3021, 15-1211, 15-1299",3,41.97,11.17,t,f
11.0102,Artificial Intelligence,2024,1123.0,2012,1459.7,"15-1252, 15-2051, 25-1021",3,101.30,17.76,t,t
11.0103,Information Technology,2024,10351.0,2012,327.6,"15-1252, 11-3021, 15-1211",3,86.76,14.38,t,f
11.0104,Informatics,2024,1358.0,2012,2241.4,"15-1252, 15-1253, 15-1255",3,98.36,14.66,t,f
11.0105,Human-Centered Technology Design,2024,271.0,2020,,15-1255,1,9.10,7.00,f,f
11.0199,"Computer and Information Sciences,  Other",2024,680.0,2012,700.0,"25-1021, 15-1221",2,3.36,12.12,t,f
11.0201,"Computer Programming/Programmer, General",2024,352.0,2012,496.6,"15-1252, 15-1253, 15-1231",3,97.36,14.19,t,f
11.0202,"Computer Programming, Specific Applications",2024,54.0,2012,350.0,"15-1252, 15-1253, 15-1251",3,98.49,13.91,t,f
11.0204,Computer Game Programming,2024,0.0,2020,-100.0,"15-1252, 15-1253, 15-1251",3,98.49,13.91,t,f
11.0205,"Computer Programming, Specific Platforms",2023,0.0,2022,,"15-1252, 15-1253, 15-1251",3,98.49,13.91,t,f
11.0299,"Computer Programming, Other",2024,74.0,2017,428.6,15-1251,1,5.50,-6.00,f,f
11.0301,Data Processing and Data Processing Technology/Technician,2024,331.0,2017,33000.0,15-1299,1,31.30,8.20,f,f
11.0401,Information Science/Studies,2024,10368.0,2012,164.4,"15-1252, 11-3021, 15-1299",3,87.19,14.39,t,f
11.0501,Computer Systems Analysis/Analyst,2024,1206.0,2012,396.3,"15-1211, 15-1253, 15-1241",3,25.11,9.63,f,f
11.0601,"Data Entry/Microcomputer Applications, General",2019,0.0,2018,-100.0,43-9021,1,9.50,-25.90,f,f
11.0701,Computer Science,2024,25590.0,2012,312.6,"15-1252, 11-3021, 15-1299",3,87.19,14.39,t,t
11.0801,"Web Page, Digital/Multimedia and Information Resources Design",2024,488.0,2012,122.8,"27-1024, 15-1255, 25-1194",3,14.64,2.99,f,f
11.0802,Data Modeling/Warehousing and Database Administration,2024,2822.0,2012,5433.3,"11-3021, 15-2051, 25-1194",3,42.43,17.84,t,f
11.0803,Computer Graphics,2024,259.0,2012,52.4,"27-1024, 25-1194, 15-1251",3,13.86,-0.16,f,f
11.0804,"Modeling, Virtual Environments and Simulation",2024,195.0,2012,413.2,"15-1252, 15-2051, 15-1251",3,97.80,16.63,t,f
11.0899,"Computer Software and Media Applications, Other",2024,374.0,2012,513.1,,0,,,f,f
11.0901,Computer Systems Networking and Telecommunications,2024,488.0,2012,-0.8,"11-3021, 15-1211, 15-1212",3,42.19,14.50,t,f
11.0902,Cloud Computing,2024,43.0,2023,138.9,"15-1252, 15-1241, 15-1231",3,98.04,14.40,t,f
11.1001,Network and System Administration/Administrator,2024,47.0,2012,571.4,"11-3021, 15-1244, 15-1212",3,37.88,11.81,t,f
11.1002,"System, Networking, and LAN/WAN Management/Manager",2024,73.0,2012,711.1,"11-3021, 15-1212, 15-1231",3,41.37,15.58,t,f
11.1003,Computer and Information Systems Security/Auditing/Information Assurance,2024,8513.0,2012,994.2,"11-3021, 15-1244, 15-1212",3,37.88,11.81,t,f
11.1004,Web/Multimedia Management and Webmaster,2024,4.0,2012,-66.7,"15-1255, 15-1254",2,7.62,7.20,f,f
11.1005,Information Technology Project Management,2024,1607.0,2012,1039.7,"11-9199, 13-1082, 11-3021",3,85.73,7.22,t,f
11.1099,"Computer/Information Technology Services Administration and Management, Other",2024,3329.0,2012,1386.2,,0,,,f,f
11.9999,"Computer and Information Sciences and Support Services, Other",2024,162.0,2012,-56.6,,0,,,f,f
12.0503,Culinary Arts/Chef Training,2024,0.0,2022,,"35-2014, 35-1012, 35-1011",3,206.90,10.60,t,f
12.0504,"Restaurant, Culinary, and Catering Management/Manager",2024,1.0,2021,,"35-1012, 11-9051, 35-1011",3,137.71,6.20,t,f
12.0509,Culinary Science/Culinology,2024,0.0,2019,-100.0,"11-9051, 35-1011, 25-1199",3,30.14,5.44,f,f
12.0599,"Culinary Arts and Related Services, Other",2024,17.0,2012,-57.5,,0,,,f,f
13.0101,"Education, General",2024,13021.0,2012,-50.6,25-1081,1,5.60,2.10,f,f
13.0201,Bilingual and Multilingual Education,2024,447.0,2012,-45.6,"25-2021, 25-2031, 25-2022",3,72.23,-1.86,f,f
13.0202,Multicultural Education,2024,87.0,2012,-13.0,"25-3099, 25-1081, 25-3011",3,12.42,-1.55,f,f
13.0203,Indian/Native American Education,2024,9.0,2019,,"25-3099, 25-1081",2,13.94,0.62,f,f
13.0299,"Bilingual, Multilingual, and Multicultural Education, Other",2024,169.0,2012,2716.7,"25-1081, 25-3011",2,5.00,-3.48,f,f
13.0301,Curriculum and Instruction,2024,18417.0,2012,3.3,"25-9031, 25-1081",2,17.93,1.49,f,f
13.0401,"Educational Leadership and Administration, General",2024,16637.0,2012,-12.2,"11-9032, 11-9033, 11-9031",3,16.69,-0.52,f,t
13.0402,Administration of Special Education,2024,110.0,2012,205.6,11-9039,1,4.10,2.50,f,f
13.0403,Adult and Continuing Education Administration,2024,249.0,2012,63.8,"11-9039, 11-3131",2,3.97,3.94,f,f
13.0404,"Educational, Instructional, and Curriculum Supervision",2024,1112.0,2012,11.4,"11-9032, 11-9033, 11-9031",3,16.69,-0.52,f,f
13.0406,Higher Education/Higher Education Administration,2024,2983.0,2012,27.0,"11-9033, 11-9039",2,12.79,1.87,f,f
13.0407,Community College Administration,2024,121.0,2012,227.0,11-9033,1,15.10,1.70,f,f
13.0408,Elementary and Middle School Administration/Principalship,2024,375.0,2012,-67.1,11-9032,1,20.80,-1.50,f,f
13.0409,Secondary School Administration/Principalship,2024,301.0,2012,-44.2,11-9032,1,20.80,-1.50,f,f
13.0410,Urban Education and Leadership,2024,384.0,2012,5.2,11-9039,1,4.10,2.50,f,f
13.0411,Superintendency and Educational System Administration,2024,232.0,2012,-72.8,"11-9032, 11-9031, 11-9039",3,15.87,-1.19,f,f
